Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
20712,2519702393,5,1.0,1.0,1,0,1,2021-11-04,"I’ve been taking Counter Cravings for three weeks now and I’ve noticed a huge difference in energy and less snacking,  especially in the evenings.  I’ve dropped the extra 5 pounds I had gained in the summer.  It’s motivated me to work out more and eat smarter.  It truly does help to calm those cravings for sweets.",Helps reduce cravings for sweets,lightMedium,brown,oily,brown,P474839,Counter Cravings - Helps Reduce Cravings and Boosts Metabolism,HUM Nutrition,50.0
15320,6522826166,4,1.0,0.6666669845581055,3,1,2,2022-05-10,I’ve always been curious about  Sephora collection skin care. This toner worked wonderfully on my dry skin and I was so surprised that it wasn’t too pricey. I’ve used it for about a week now and it seems to play well with the other products in my current routine.,,deep,brown,dry,brown,P483146,Ultra Glow Toner with Vitamins C + E,SEPHORA COLLECTION,14.0
2767,5980708993,1,0.0,0.8490570187568665,53,8,45,2021-01-08,"This smelled like burned plastic , the steam didn’t even work my room smelled rubbery and I had to open my window to air it all out . It was not even hot like my old amazon streamer that cost 20$ . Horrible , the only good think I can say about this product is the appearance  . But other than that it’s not worth it .",NOPE !,lightMedium,brown,dry,black,P413613,Pro Facial Steamer,Dr. Dennis Gross Skincare,159.0
1406,1608912070,4,1.0,,0,0,0,2022-10-08,"I love the scents of LaMer products, this is no exception.  Great product, super hydrating for my combination skin.  A little goes a long way, so the jar I received should last a bit!  Has a cooling effect, so that’s really nice when using in the morning as a little pick me up.  The price is a little over my budget, but a good product nonetheless",Great!,light,blue,normal,auburn,P429637,The Moisturizing Cool Gel Cream,La Mer,200.0
45881,1449341722,5,1.0,1.0,11,0,11,2020-02-27,One of my favorite Supergoop products.It’s light and not greasy. I love using it as a final touch before I go out and I always re apply it too if I stay in the sun too long .,I love this mist !,light,brown,combination,black,P454391,PLAY Antioxidant Body Sunscreen Mist SPF 30 PA++++,Supergoop!,21.0
42881,37179655514,5,1.0,1.0,1,0,1,2022-07-27,"I’ve used this roller for the first time and I’m obsessed with it. The procedure itself is something new for me. The result I see in the mirror after using it impresses me.  have to say it’s a little prickly, but nothing that i can’t handle. Before using it for the first time I would recommend scanning the code and viewing the tutorial video so you get the full benefits of the roller. I use it once a week. It makes my skin looks healthier, brighter and the tone of my skin looks even now. I’m so happy to find something that works so amazing and I will continue use it in the future.",Impressed with the result after first time,lightMedium,green,dry,blonde,P501024,Hydrating Active Roller with Hyaluronic Acid,FaceGym,70.0
3593,30603073179,5,1.0,,0,0,0,2022-07-27,"i love this line of skin care madly, thanks to the influenster application that sent it to me was that I could meet her, my skin has shine and feels more hydrated and young!",,medium,brown,combination,black,P500002,Brighten. Tighten. Hydrate. 3-Piece Set,JLo Beauty,64.0
11342,6467714028,5,1.0,1.0,8,0,8,2021-04-13,I always carry medication around in my purse and always resorted to tiny plastic bags because I could never find a case that was small enough. This is exactly what I was looking for! It has 4 different compartments that close tightly and hold quite a lot of pills. The outside is sturdy and won’t open easily in your bag.,great product perfect size,light,green,combination,blonde,P469196,Supplement Case,SEPHORA COLLECTION,10.0
5265,9233097604,5,1.0,,0,0,0,2023-03-01,I love how affordable this jade roller is. It really helps work my serums into my skin. It is the most relaxing part of my routine. It also helps with puffiness and tension in my jawline.  Complimentary from sephora collection,Such an affordable tool,light,blue,dry,,P502986,Jade Facial Roller,SEPHORA COLLECTION,22.0
7687,6454641233,3,0.0,0.6000000238418579,5,2,3,2022-08-03,"Over this toner is OKAY. I wish I would have noticed that the majority of the reviews were incentivized. The packaging is nice and I like the size of the bottle and how much comes out when you pour. Now for the actual product. First and for most, this toner smells awful. It’s almost like putting vinegar on your face. Secondly, it’s tacky feeling. It doesn’t matter whether you put it on dry skin or damp—you will notice it’s still there. My skin has cleared up some using this toner but honestly I don’t look forward to using just because the smell. I was hoping to find a replacement for glow recipe, but 100% this is NOT it.",That smell though,fair,blue,combination,blonde,P471041,Down to Tone Resurfacing Acid Toner,iNNBEAUTY PROJECT,28.0
16621,1541264583,5,1.0,,0,0,0,2022-04-13,gifted by FaceGym - I use this in the PM and I apply it in pea sized to my skin and neck. It is so hydrating. To prevent aging and I think it is helping! I love it and in the morning I can see it brighten my face and it looks refreshed. I use it daily. I will keep them in my routine!,,lightMedium,brown,combination,black,P482675,Active Blast Concentrated Collagen Daily Treatment,FaceGym,65.0
22879,2279689273,5,1.0,1.0,2,0,2,2020-04-10,"I have sensitive, combination skin, but lately, it’s been a little more dry. This cleanser is so gentle, but it truly gets the job done. I originally got this as a sample, instantly fell in love, and have since re-purchased many times. I use this with my Forreo Luna, and it works great!",My Go-To!,lightMedium,brown,combination,black,P456413,Mini Greek Yoghurt Foaming Cream Cleanser,KORRES,16.0
23349,23907381557,4,1.0,1.0,1,0,1,2021-02-16,"I found this product to be exactly what I needed this winter. My skin before this was dry and flaky in parts, thanks to the dry and frigid air. After using this twice daily for 5 days, my skin had rebounded and was looking healthy and hydrated. I use three drops and it is more than enough to smooth over my face and neck. My only complaint would be the scent, which comes on strong and not super pleasant, but I’ll take it over additional artificial fragrances.",Little goes a long way toward hydration,fair,blue,combination,auburn,P442539,Vitamin B Serum with 5% Niacinamide and Peptides,Alpha-H,65.0
26480,5498933622,4,1.0,1.0,1,0,1,2022-04-11,"I usually feel like eye creams don’t work for me, but I was pleasantly surprised by this one! I feel like it actually helped brighten my eye area, reduce my dark circles, and made me look more awake! I love the cooling sensation from the applicator and the packaging (very compact for eye products).The reason I took away a star is because of the dispenser/dispensing mechanism… there’s waaaaay too much product that comes out. For me, half pump is more than enough for both eyes. By doing this, it sometimes dries up in the dispenser part which is annoying. I hate wasting product.",Almost perfect,fair,blue,normal,brown,P475188,Instant De-Puff Eye Renewal Serum,TULA Skincare,58.0
27091,22329381944,4,1.0,1.0,3,0,3,2021-05-03,I really like how this feels on my face and it’s very creamy to apply. A lot of moisturizers break me out but this one hasn’t. Been using for 3 weeks and haven’t noticed any brightening effects,,fair,brown,dry,blonde,P474972,Symbright Brightening Moisturizer,The INKEY List,13.99
17730,36624587335,5,1.0,,0,0,0,2022-05-28,"This is an awesome product which helps fades dark spots. I have acne scars and am beginning to get sun spots. The treatment is clear, fragrance-free, and I haven’t experienced any type of burning or discomfort.",,light,,combination,,P433974,Supercharge Anti-Oxidant Moisture Serum,Naturally Serious,39.0
2338,2464063377,5,1.0,1.0,10,0,10,2022-03-31,"The bad reviews are mainly for the smell and this is a fragrant product. It smells like earthy florals which I love but if you are sensitive to smells don’t buy it. As a 30 year old who invests her money into skincare and is trying to stay away from Botox & fillers, tata harpers line is amazing. I also use her eye cream and find that it heals my dry, sensitive skin and works for me morning and night. I just add an oil on top during the nighttime. It also pairs well with my retina, vitamin c & sunscreen and I feel like it plumps up/fills fine lines. I highly recommend to someone who is starting to age and wants to invest in a great moisturizer!!",,lightMedium,brown,combination,brown,P379709,Repairative Anti-Aging Moisturizer,Tata Harper,130.0
32699,1870323043,5,1.0,0.875,16,2,14,2019-11-09,"If you’re looking for a cheaper alternative, this has the same ingredients as the Clinique cleansing balm but with the following additions: Silybum Marianum (Lady’S Thistle) Extract , Polygonum Cuspidatum Root Extract , Algae Extract , Anthemis Nobilis (Chamomile) , Lavandula Angustifolia (Lavender) , Methyldihydrojasmonate , Bht , LinaloolI compared them out of curiosity bc they’re both good products and the ingredients list is remarkably similar - makes sense since Estee Lauder owns Clinique",Great makeup remover,light,brown,combination,black,P406529,Advanced Night Micro Cleansing Balm,Estée Lauder,48.0
32258,904495148,4,,0.5,6,3,3,2017-08-06,"I have used several brands of masks before, but none have felt as good or as luxurious during use as the SK-II Brightening Derm Revival Mask. The mask was easy to put on, with adjustable eye holes to ensure a proper fit around my eyes. The mask stayed in place nicely, and once I smoothed it on in place I did not have to make many adjustments. While the instructions are to keep the mask on for 15 minutes, I found it so comfortable to wear  that I left it on much longer. The mask feels very cool and moisturizing, just what I needed during the summer and a long day out in the sun. Even keeping the mask on longer, it did not dry out at all. In fact, once I removed the mask I still had lots of moisture left on my skin, which I massaged into my face.  I did not feel the need to use any additional moisturizer after using the mask. The reason I gave 4 stars instead of 5 is because I find the masks to be very pricey, especially in light of the fact that I am not sure they improved the appearance of my skin at all, as it promised. I do find them to feel good and made my skin feel good, so for that reason I gave 4 stars. I received the product for free from SK-II in return for my honest review.",Nice masks,,,,,P375864,Brightening Derm Revival Mask,SK-II,170.0
43150,1796163166,5,1.0,1.0,12,0,12,2020-09-19,"I love this gel!  I’ve been using it for several years.  I have some odd allergic type of reactions on any given day that makes my skin so hot, even to the touch, and burning red. I normally want to dip my entire face in an ice bucket. This gel is the ONLY thing I’ve been able to put on my face that cools and calms down whatever is happening to my skin. I don’t know what I’d do without it.  If you experience hot red skin then this is the correct Mega-Mushroom to get. Don’t get the toner. The hydra gel is the lotion type.",Mega-Mushroom HYDRA Soothes Hot Red Skin,light,green,dry,blonde,P443550,Dr. Andrew Weil for Origins Mega-Mushroom Relief & Resilience Hydra Burst Gel Lotion,Origins,71.0
